algorithm,generation,hypervolume
SPEA2,101,3135.543581859688
SPEA2,102,3135.543581859688
SPEA2,103,3135.543581859688
SPEA2,104,3135.543581859688
SPEA2,105,3135.543581859688
SPEA2,106,3135.5435818596875
SPEA2,107,3135.5435818596875
SPEA2,108,3135.5435818596875
SPEA2,109,3135.543581859687
SPEA2,110,3135.5435818596875
SPEA2,111,3135.5435818596875
SPEA2,112,3135.543581859687
SPEA2,113,3135.543581859687
SPEA2,114,3135.543581859687
SPEA2,115,3135.5435818596875
SPEA2,116,3135.5435818596875
SPEA2,117,3135.543581859687
SPEA2,118,3135.5435818596866
SPEA2,119,3135.5435818596866
SPEA2,120,3135.5435818596866
SPEA2,121,3135.543581859687
SPEA2,122,3135.543581859687
SPEA2,123,3135.543581859687
SPEA2,124,3135.543581859687
SPEA2,125,3135.543581859687
SPEA2,126,3135.5435818596866
SPEA2,127,3135.5435818596866
SPEA2,128,3135.5435818596866
SPEA2,129,3135.5435818596866
SPEA2,130,3135.5435818596866
SPEA2,131,3135.5435818596866
SPEA2,132,3135.543581859687
SPEA2,133,3135.5435818596875
SPEA2,134,3135.5435818596875
SPEA2,135,3135.5435818596875
SPEA2,136,3135.543581859687
SPEA2,137,3135.6541614209173
SPEA2,138,3135.6541614209173
SPEA2,139,3135.6541614209173
SPEA2,140,3135.6541614209173
SPEA2,141,3135.654161420917
SPEA2,142,2416.945588982349
SPEA2,143,3347.329480216299
SPEA2,144,3347.329480216299
SPEA2,145,3347.329480216299
SPEA2,146,3347.329480216299
SPEA2,147,3347.329480216299
SPEA2,148,3347.329480216299
SPEA2,149,3347.329480216299
SPEA2,150,3349.835099287667
SPEA2,151,3349.835099287667
SPEA2,152,3348.428946457191
SPEA2,153,3348.428946457191
SPEA2,154,3348.428946457191
SPEA2,155,3348.428946457191
SPEA2,156,3348.428946457191
SPEA2,157,3348.428946457191
SPEA2,158,3348.428946457191
SPEA2,159,3348.4289464571916
SPEA2,160,3348.4289464571916
SPEA2,161,3348.428946457191
SPEA2,162,3348.428946457191
SPEA2,163,3348.428946457191
SPEA2,164,3348.428946457192
SPEA2,165,3348.428946457192
SPEA2,166,3348.428946457192
SPEA2,167,3348.4289464571916
SPEA2,168,3348.4289464571916
SPEA2,169,3135.5435818596848
SPEA2,170,3135.5435818596848
SPEA2,171,3135.5435818596848
SPEA2,172,3135.5435818596843
SPEA2,173,3135.5435818596843
SPEA2,174,3135.5435818596843
SPEA2,175,3135.5435818596848
SPEA2,176,3135.5435818596848
SPEA2,177,3135.5435818596848
SPEA2,178,3135.5435818596848
SPEA2,179,3135.5435818596848
SPEA2,180,3135.5435818596848
SPEA2,181,3387.064803615451
SPEA2,182,3387.064803615451
SPEA2,183,3387.064803615451
SPEA2,184,3379.0552334431145
SPEA2,185,3379.0552334431145
SPEA2,186,3379.0552334431145
SPEA2,187,3379.0552334431145
SPEA2,188,3379.055233443114
SPEA2,189,3379.0552334431136
SPEA2,190,3379.0552334431136
SPEA2,191,3379.0552334431145
SPEA2,192,3379.0552334431145
SPEA2,193,3379.055233443115
SPEA2,194,3379.055233443115
SPEA2,195,3379.0552334431154
SPEA2,196,3379.055233443115
SPEA2,197,3379.055233443115
SPEA2,198,3379.055233443115
SPEA2,199,3379.055233443115
SPEA2,200,3379.055233443115
