algorithm,generation,hypervolume
NSGA-II,1,20004.881036044706
NSGA-II,2,20004.88103604471
NSGA-II,3,19801.98083580609
NSGA-II,4,19452.153002371375
NSGA-II,5,17298.775894513474
NSGA-II,6,17300.57101881134
NSGA-II,7,17301.23292842519
NSGA-II,8,17301.232928425197
NSGA-II,9,8300.185119672304
NSGA-II,10,8300.185119672306
NSGA-II,11,8155.219984864513
NSGA-II,12,1680.5922677860005
NSGA-II,13,1680.592267786001
NSGA-II,14,1680.592267786001
NSGA-II,15,1680.2801937443767
NSGA-II,16,1680.2801937443767
NSGA-II,17,1680.2801937443758
NSGA-II,18,1680.2801937443758
NSGA-II,19,1680.280193744376
NSGA-II,20,1680.2801937443758
NSGA-II,21,1680.2801937443758
NSGA-II,22,1680.2801937443753
NSGA-II,23,1680.2801937443758
NSGA-II,24,1680.2801937443755
NSGA-II,25,1680.2801937443753
NSGA-II,26,1680.280193744375
NSGA-II,27,1680.2801937443758
NSGA-II,28,1680.280193744376
NSGA-II,29,1680.2801937443762
NSGA-II,30,1680.2801937443764
NSGA-II,31,1680.2801937443764
NSGA-II,32,1680.2801937443764
NSGA-II,33,1680.2801937443767
NSGA-II,34,1680.2801937443767
NSGA-II,35,1680.280193744377
NSGA-II,36,1680.2801937443767
NSGA-II,37,1680.2801937443767
NSGA-II,38,1680.2801937443764
NSGA-II,39,1680.2801937443762
NSGA-II,40,1898.7840504154585
NSGA-II,41,1898.784050415458
NSGA-II,42,1898.784050415458
NSGA-II,43,1898.784050415458
NSGA-II,44,1898.784050415458
NSGA-II,45,1927.3888068965034
NSGA-II,46,1927.3888068965039
NSGA-II,47,1927.3888068965039
NSGA-II,48,1927.388806896504
NSGA-II,49,1927.3888068965043
NSGA-II,50,1927.3888068965048
NSGA-II,51,1927.3888068965043
NSGA-II,52,1927.3888068965045
NSGA-II,53,1957.9144676426329
NSGA-II,54,1957.9144676426329
NSGA-II,55,1957.9144676426329
NSGA-II,56,1957.914467642633
NSGA-II,57,1957.9144676426326
NSGA-II,58,1957.9144676426326
NSGA-II,59,1957.9144676426326
NSGA-II,60,1359.6310560985544
NSGA-II,61,1359.6310560985546
NSGA-II,62,1359.6310560985546
NSGA-II,63,1359.6310560985546
NSGA-II,64,1359.6310560985544
NSGA-II,65,1359.6310560985544
NSGA-II,66,1359.6310560985542
NSGA-II,67,1359.6310560985546
NSGA-II,68,1359.6310560985546
NSGA-II,69,1359.6310560985542
NSGA-II,70,1359.6310560985542
NSGA-II,71,1359.6310560985542
NSGA-II,72,1359.6310560985542
NSGA-II,73,1359.6310560985542
NSGA-II,74,1359.6310560985544
NSGA-II,75,1359.6310560985542
NSGA-II,76,1359.6310560985542
NSGA-II,77,1359.6310560985546
NSGA-II,78,1359.6310560985542
NSGA-II,79,1359.6310560985542
NSGA-II,80,1359.6310560985542
NSGA-II,81,1359.631056098554
NSGA-II,82,1359.631056098554
NSGA-II,83,1359.631056098554
NSGA-II,84,1359.6310560985542
NSGA-II,85,1359.631056098554
NSGA-II,86,1359.6310560985544
NSGA-II,87,1359.6310560985542
NSGA-II,88,1359.6310560985542
NSGA-II,89,1359.6310560985542
NSGA-II,90,1359.631056098554
NSGA-II,91,1359.6310560985544
NSGA-II,92,1359.6310560985544
NSGA-II,93,1354.6726751027666
NSGA-II,94,1352.9445590018684
NSGA-II,95,1352.9445590018684
NSGA-II,96,1352.9445590018686
NSGA-II,97,1352.9445590018686
NSGA-II,98,1352.9445590018684
NSGA-II,99,1352.9445590018684
NSGA-II,100,1352.9445590018688
NSGA-II,101,1352.9445590018688
NSGA-II,102,1352.9445590018688
NSGA-II,103,1352.9445590018684
NSGA-II,104,1352.944559001868
NSGA-II,105,1352.9445590018684
NSGA-II,106,1352.9445590018684
NSGA-II,107,1352.9445590018684
NSGA-II,108,1352.9445590018684
NSGA-II,109,1352.9445590018688
NSGA-II,110,1352.9445590018688
NSGA-II,111,1352.9445590018688
NSGA-II,112,1352.9445590018686
NSGA-II,113,1352.9445590018688
NSGA-II,114,1352.9445590018688
NSGA-II,115,1352.9445590018688
NSGA-II,116,1352.9445590018688
NSGA-II,117,1352.944559001869
NSGA-II,118,1284.4898553543637
NSGA-II,119,1284.4898553543637
NSGA-II,120,1284.4898553543637
NSGA-II,121,1284.4898553543637
NSGA-II,122,1284.4898553543637
NSGA-II,123,1284.4898553543637
NSGA-II,124,1284.4898553543642
NSGA-II,125,1284.4898553543642
NSGA-II,126,1284.4898553543637
NSGA-II,127,1284.4898553543642
NSGA-II,128,1284.4898553543642
NSGA-II,129,1284.4898553543637
NSGA-II,130,1390.4261915312475
NSGA-II,131,1390.4261915312475
NSGA-II,132,1390.4261915312472
NSGA-II,133,1390.4261915312472
NSGA-II,134,1390.6695836612944
NSGA-II,135,1390.6695836612944
NSGA-II,136,1390.6695836612944
NSGA-II,137,1390.6695836612944
NSGA-II,138,1390.6695836612946
NSGA-II,139,1390.6695836612946
NSGA-II,140,1390.6695836612946
NSGA-II,141,1390.6695836612948
NSGA-II,142,1390.6695836612948
NSGA-II,143,1390.6695836612948
NSGA-II,144,1390.6695836612948
NSGA-II,145,1390.6695836612948
NSGA-II,146,1390.6695836612948
NSGA-II,147,1390.669583661295
NSGA-II,148,1390.6695836612953
NSGA-II,149,1390.6695836612948
NSGA-II,150,1390.6695836612948
NSGA-II,151,1390.6695836612948
NSGA-II,152,1390.6695836612948
NSGA-II,153,1390.6695836612948
NSGA-II,154,1390.6695836612948
NSGA-II,155,1390.6695836612953
NSGA-II,156,1390.669583661295
NSGA-II,157,1390.669583661295
NSGA-II,158,1390.669583661295
NSGA-II,159,1390.669583661295
NSGA-II,160,1390.669583661295
NSGA-II,161,1390.6695836612955
NSGA-II,162,1390.6695836612955
NSGA-II,163,1390.6695836612957
NSGA-II,164,1390.6695836612953
NSGA-II,165,1554.1436671446002
NSGA-II,166,1554.1436671446
NSGA-II,167,1554.1436671446
NSGA-II,168,1554.1436671446
NSGA-II,169,1554.1436671446
NSGA-II,170,1554.1436671446002
NSGA-II,171,1554.1436671446
NSGA-II,172,1556.123151767793
NSGA-II,173,1556.123151767793
NSGA-II,174,1556.1231517677932
NSGA-II,175,1556.1231517677932
NSGA-II,176,1556.1231517677932
NSGA-II,177,1556.1231517677932
NSGA-II,178,1556.1231517677932
NSGA-II,179,1556.1231517677932
NSGA-II,180,1556.1231517677932
NSGA-II,181,1556.123151767793
NSGA-II,182,1556.123151767793
NSGA-II,183,1556.123151767793
NSGA-II,184,1556.1231517677932
NSGA-II,185,1556.1231517677932
NSGA-II,186,1556.1231517677932
NSGA-II,187,1556.1231517677934
NSGA-II,188,1556.1231517677934
NSGA-II,189,1556.1231517677934
NSGA-II,190,1556.1231517677934
NSGA-II,191,1553.027801173625
NSGA-II,192,1553.027801173625
NSGA-II,193,1553.027801173625
NSGA-II,194,1553.027801173625
NSGA-II,195,1553.027801173625
NSGA-II,196,1553.027801173625
NSGA-II,197,1553.027801173625
NSGA-II,198,1553.0278011736248
NSGA-II,199,1553.0278011736248
NSGA-II,200,1553.0278011736248
