algorithm,generation,hypervolume
NSGA-II,89,10661.406339682293
NSGA-II,90,10661.406339682293
NSGA-II,91,10661.406339682293
NSGA-II,92,10661.406339682291
NSGA-II,93,10661.406339682291
NSGA-II,94,10661.406339682295
NSGA-II,95,10661.406339682295
NSGA-II,96,10661.406339682295
NSGA-II,97,10661.406339682291
NSGA-II,98,10661.406339682291
NSGA-II,99,10661.406339682291
NSGA-II,100,10661.406339682291
NSGA-II,101,10661.406339682291
NSGA-II,102,10661.406339682291
NSGA-II,103,10661.406339682293
NSGA-II,104,10661.406339682293
NSGA-II,105,10661.406339682295
NSGA-II,106,10661.406339682293
NSGA-II,107,10661.406339682291
NSGA-II,108,10661.406339682291
NSGA-II,109,10661.406339682291
NSGA-II,110,10661.406339682291
NSGA-II,111,10661.406339682291
NSGA-II,112,10661.406339682291
NSGA-II,113,10661.40633968229
NSGA-II,114,10661.40633968229
NSGA-II,115,10661.40633968229
NSGA-II,116,10661.40633968229
NSGA-II,117,10661.40633968229
NSGA-II,118,10661.406339682288
NSGA-II,119,10661.406339682286
NSGA-II,120,10661.406339682286
NSGA-II,121,10661.406339682286
NSGA-II,122,10661.406339682286
NSGA-II,123,10661.406339682286
NSGA-II,124,10661.406339682286
NSGA-II,125,10661.406339682286
NSGA-II,126,10661.406339682286
NSGA-II,127,10661.406339682286
NSGA-II,128,10661.406339682286
NSGA-II,129,10661.406339682286
NSGA-II,130,10661.406339682286
NSGA-II,131,10661.406339682286
NSGA-II,132,10661.406339682288
NSGA-II,133,10661.40633968229
NSGA-II,134,10661.40633968229
NSGA-II,135,10661.40633968229
NSGA-II,136,10661.40633968229
NSGA-II,137,10661.40633968229
NSGA-II,138,10661.40633968229
NSGA-II,139,10661.40633968229
NSGA-II,140,10661.406339682288
NSGA-II,141,10661.406339682288
NSGA-II,142,10661.406339682288
NSGA-II,143,10661.406339682288
NSGA-II,144,10661.406339682288
NSGA-II,145,10661.406339682286
NSGA-II,146,10661.406339682286
NSGA-II,147,10661.406339682286
NSGA-II,148,10661.406339682286
NSGA-II,149,10661.406339682286
NSGA-II,150,10661.406339682286
NSGA-II,151,10661.406339682286
NSGA-II,152,10661.406339682286
NSGA-II,153,10661.406339682286
NSGA-II,154,10661.406339682286
NSGA-II,155,10769.47841074072
NSGA-II,156,10769.47841074072
NSGA-II,157,10769.47841074072
NSGA-II,158,10769.478410740721
NSGA-II,159,10769.478410740723
NSGA-II,160,10769.478410740723
NSGA-II,161,9756.58094395756
NSGA-II,162,9756.580943957557
NSGA-II,163,9756.580943957557
NSGA-II,164,9756.580943957557
NSGA-II,165,9756.580943957557
NSGA-II,166,9756.580943957553
NSGA-II,167,9756.580943957557
NSGA-II,168,9756.580943957557
NSGA-II,169,9756.580943957557
NSGA-II,170,9756.580943957559
NSGA-II,171,9756.580943957559
NSGA-II,172,9756.580943957559
NSGA-II,173,9756.58094395756
NSGA-II,174,9756.580943957559
NSGA-II,175,9756.58094395756
NSGA-II,176,9756.58094395756
NSGA-II,177,9756.58094395756
NSGA-II,178,9756.58094395756
NSGA-II,179,9756.58094395756
NSGA-II,180,9756.580943957566
NSGA-II,181,9756.580943957562
NSGA-II,182,9756.580943957566
NSGA-II,183,9756.580943957566
NSGA-II,184,9756.580943957562
NSGA-II,185,9756.58094395756
NSGA-II,186,9756.580943957564
NSGA-II,187,9756.580943957566
NSGA-II,188,9756.58094395756
NSGA-II,189,9756.58094395756
NSGA-II,190,9756.58094395756
NSGA-II,191,9756.58094395756
NSGA-II,192,10565.697484954782
NSGA-II,193,10565.697484954779
NSGA-II,194,10565.697484954779
NSGA-II,195,10565.697484954779
NSGA-II,196,10565.697484954779
NSGA-II,197,10565.697484954777
NSGA-II,198,10565.697484954777
NSGA-II,199,10565.697484954777
NSGA-II,200,10565.697484954777
