experiment,solution_id,obj_1,obj_2,obj_3
user1_nsga2,0,1.8290621569077112,7.979062156907712,5.829062156907711
user1_nsga2,1,-12.77578825,6.124211750000001,9.72421175
user1_nsga2,2,-82.09231173193783,39.96768826806218,46.90768826806218
user1_nsga2,3,1.8290621569077112,7.979062156907712,5.829062156907711
user1_nsga2,4,-89.16013216766747,21.479867832332516,88.53986783233253
user1_nsga2,5,-109.12845052445385,28.39154947554615,67.87154947554615
user1_nsga2,6,-81.99961098398136,34.400389016018636,46.30038901601864
user1_nsga2,7,-89.16013216766747,21.479867832332516,88.53986783233253
user1_nsga2,8,-82.09231173193783,39.96768826806218,46.90768826806218
user1_nsga2,9,-93.68081369139983,21.719186308600175,72.11918630860018
user1_nsga2,10,-103.11814163226492,24.701858367735095,69.98185836773509
user1_nsga2,11,-89.12552788115191,18.83447211884808,47.474472118848084
user1_nsga2,12,-94.62353660000002,22.536463400000002,57.876463400000006
user1_nsga2,13,-2.533484513282059,7.716515486717941,8.166515486717941
user1_nsga2,14,-93.33958946875002,25.23041053125,54.56041053124999
user1_nsga2,15,-99.18638247878391,31.573617521216093,62.91361752121609
user1_nsga2,16,-33.87709187499999,12.222908125000002,12.722908125
user1_nsga2,17,-16.954390700006936,11.615609299993062,10.745609299993063
user1_nsga2,18,-66.60000000000001,12.83,37.1
user1_nsga2,19,-72.202897125,18.497102875,36.29710287499999
user1_nsga2,20,-69.44357706,13.47642294,41.856422939999995
user1_nsga2,21,-56.9847915,12.535208500000001,61.815208500000004
user1_nsga2,22,-101.84253442875003,26.907465571250004,67.35746557125
user1_nsga2,23,-47.06093985,8.83906015,27.53906015
user1_nsga2,24,-37.2,15.719999999999999,17.099999999999998
user1_nsga2,25,-75.53383959176772,18.04616040823229,37.66616040823229
user1_nsga2,26,-96.51873514375002,29.181264856250003,64.08126485625
user1_nsga2,27,-8.873663469859718,9.576336530140281,7.526336530140281
user1_nsga2,28,-42.70798902884616,29.96201097115385,18.092010971153844
user1_nsga2,29,-40.97244776923077,7.267552230769231,48.12755223076924
user1_nsga2,30,-57.700170387499995,26.439829612500006,21.3998296125
user1_nsga2,31,-101.84253442875003,26.907465571250004,67.35746557125
user1_nsga2,32,-62.199999999999996,15.450000000000001,30.9
user1_nsga2,33,-78.65125235000001,17.16874765,40.14874764999999
user1_nsga2,34,-92.50341648500002,22.706583515,53.196583515
user1_nsga2,35,-53.196198771153846,13.543801228846155,22.10380122884615
user1_nsga2,36,-77.30000000000001,17.009999999999998,40.9
user1_nsga2,37,-96.9875523727574,25.532447627242586,69.6124476272426
user1_nsga2,38,-13.775565332595887,13.15443466740411,9.724434667404111
user1_nsga2,39,-19.6,16.470000000000002,7.9
user1_nsga2,40,-55.4180646625,16.2019353375,24.081935337500003
user1_nsga2,41,-67.60000000000001,14.83,34.1
user1_nsga2,42,-28.1,11.870000000000001,15.899999999999999
user1_nsga2,43,-98.99948379382042,31.32051620617958,63.900516206179574
user1_nsga2,44,-59.49988669617197,17.490113303828036,29.000113303828037
user1_nsga2,45,-80.07537182874539,20.374628171254635,44.42462817125463
user1_nsga2,46,-23.546229175,6.453770825,22.653770825
user1_nsga2,47,-80.84079764375002,23.179202356250006,44.25920235624999
user1_nsga2,48,-80.07537182874539,20.374628171254635,44.42462817125463
user1_nsga2,49,-54.178429875000006,14.701570124999996,25.621570125
user1_nsga2,50,-49.127202100000005,10.1427979,26.2727979
