algorithm,generation,hypervolume
NSGA-II,1,32317.040748818166
NSGA-II,2,32317.040748818166
NSGA-II,3,10809.959680759961
NSGA-II,4,10809.959680759961
NSGA-II,5,10809.959680759965
NSGA-II,6,10809.959680759965
NSGA-II,7,3550.8207911540458
NSGA-II,8,3550.820791154045
NSGA-II,9,3550.820791154046
NSGA-II,10,3550.820791154046
NSGA-II,11,3550.820791154046
NSGA-II,12,3550.820791154046
NSGA-II,13,3550.820791154046
NSGA-II,14,3550.820791154046
NSGA-II,15,3550.820791154046
NSGA-II,16,3550.820791154046
NSGA-II,17,3550.8207911540467
NSGA-II,18,3550.820791154046
NSGA-II,19,3550.8207911540458
NSGA-II,20,3550.8207911540458
NSGA-II,21,3550.8207911540458
NSGA-II,22,3550.820791154045
NSGA-II,23,3550.8207911540453
NSGA-II,24,3550.8207911540453
NSGA-II,25,3550.8207911540453
NSGA-II,26,3550.820791154045
NSGA-II,27,3550.820791154045
NSGA-II,28,3550.820791154045
NSGA-II,29,1045.4078268336839
NSGA-II,30,1045.4078268336837
NSGA-II,31,1045.4078268336837
NSGA-II,32,1045.4078268336837
NSGA-II,33,1045.4078268336839
NSGA-II,34,2807.1108941399107
NSGA-II,35,2807.1108941399098
NSGA-II,36,2807.110894139909
NSGA-II,37,2807.110894139909
NSGA-II,38,2807.110894139909
NSGA-II,39,2807.110894139908
NSGA-II,40,2807.110894139908
NSGA-II,41,2807.110894139908
NSGA-II,42,2085.092393321555
NSGA-II,43,2085.092393321555
NSGA-II,44,2725.3704611899693
NSGA-II,45,2725.37046118997
NSGA-II,46,2725.37046118997
NSGA-II,47,2725.37046118997
NSGA-II,48,2725.37046118997
NSGA-II,49,2725.37046118997
NSGA-II,50,2725.37046118997
NSGA-II,51,2725.3704611899702
NSGA-II,52,2725.37046118997
NSGA-II,53,2725.3704611899693
NSGA-II,54,2725.3704611899693
NSGA-II,55,2725.37046118997
NSGA-II,56,2725.3704611899702
NSGA-II,57,2725.37046118997
NSGA-II,58,2725.37046118997
NSGA-II,59,2725.37046118997
NSGA-II,60,2725.37046118997
NSGA-II,61,2725.37046118997
NSGA-II,62,2725.3704611899702
NSGA-II,63,2725.3704611899702
NSGA-II,64,2725.3704611899702
NSGA-II,65,2725.3704611899702
NSGA-II,66,2725.37046118997
NSGA-II,67,2725.37046118997
NSGA-II,68,2725.3704611899693
NSGA-II,69,2725.3704611899693
NSGA-II,70,2725.370461189969
NSGA-II,71,2725.370461189969
NSGA-II,72,2526.0379010432885
NSGA-II,73,2526.037901043288
NSGA-II,74,2526.037901043288
NSGA-II,75,2526.037901043288
NSGA-II,76,2526.037901043288
NSGA-II,77,2526.0379010432875
NSGA-II,78,2526.037901043288
NSGA-II,79,2526.037901043288
NSGA-II,80,2526.037901043288
NSGA-II,81,2526.0379010432885
NSGA-II,82,2526.0379010432885
NSGA-II,83,2526.037901043288
NSGA-II,84,2526.037901043288
NSGA-II,85,2526.042925795948
NSGA-II,86,2526.042925795948
NSGA-II,87,2526.042925795948
NSGA-II,88,2526.042925795948
NSGA-II,89,2526.042925795948
NSGA-II,90,2526.042925795948
NSGA-II,91,2526.042925795948
NSGA-II,92,2526.042925795948
NSGA-II,93,2526.042925795948
NSGA-II,94,2526.0429257959486
NSGA-II,95,2526.0429257959486
NSGA-II,96,2526.0429257959486
NSGA-II,97,2526.0429257959486
NSGA-II,98,2526.0429257959486
NSGA-II,99,2526.0429257959486
NSGA-II,100,2526.0429257959486
NSGA-II,101,2526.0429257959486
NSGA-II,102,2526.0429257959486
NSGA-II,103,2526.042925795949
NSGA-II,104,2526.042925795949
NSGA-II,105,2526.0429257959486
NSGA-II,106,2526.042925795949
NSGA-II,107,2526.042925795949
NSGA-II,108,2526.042925795949
NSGA-II,109,2526.042925795949
NSGA-II,110,2526.0429257959486
NSGA-II,111,2526.0429257959486
NSGA-II,112,2526.042925795948
NSGA-II,113,2526.042925795948
NSGA-II,114,2526.042925795948
NSGA-II,115,2526.042925795948
NSGA-II,116,2526.042925795948
NSGA-II,117,2526.042925795948
NSGA-II,118,2526.0429257959486
NSGA-II,119,2526.042925795948
NSGA-II,120,2526.042925795948
NSGA-II,121,2526.042925795948
NSGA-II,122,2526.042925795948
NSGA-II,123,2526.0429257959486
NSGA-II,124,2526.0429257959486
NSGA-II,125,2725.4131230602084
NSGA-II,126,2458.340596757616
NSGA-II,127,2458.340596757616
NSGA-II,128,2458.340596757616
NSGA-II,129,2458.340596757616
NSGA-II,130,2458.340596757616
NSGA-II,131,2458.340596757616
NSGA-II,132,2458.3405967576155
NSGA-II,133,2458.3405967576155
NSGA-II,134,2526.863218096112
NSGA-II,135,2526.863218096112
NSGA-II,136,2526.8632180961126
NSGA-II,137,2526.8632180961126
NSGA-II,138,2526.8632180961126
NSGA-II,139,2526.8632180961126
NSGA-II,140,2526.8632180961126
NSGA-II,141,2526.8632180961126
NSGA-II,142,2526.8632180961126
NSGA-II,143,2526.863218096112
NSGA-II,144,2526.8632180961126
NSGA-II,145,2526.8632180961126
NSGA-II,146,2526.8632180961126
NSGA-II,147,2526.8632180961126
NSGA-II,148,2526.8632180961126
NSGA-II,149,2526.8632180961126
NSGA-II,150,2526.8632180961126
NSGA-II,151,2526.8632180961126
NSGA-II,152,2526.8632180961126
NSGA-II,153,2279.7296164922254
NSGA-II,154,2279.729616492225
NSGA-II,155,2279.729616492225
NSGA-II,156,2526.863218096112
NSGA-II,157,2526.863218096112
NSGA-II,158,2526.7526385348815
NSGA-II,159,2526.7526385348815
NSGA-II,160,2526.7526385348815
NSGA-II,161,2526.7526385348815
NSGA-II,162,2526.7526385348815
NSGA-II,163,2526.7526385348815
NSGA-II,164,2526.7526385348815
NSGA-II,165,2526.752638534882
NSGA-II,166,2526.7526385348815
NSGA-II,167,2526.752638534882
NSGA-II,168,2526.7526385348815
NSGA-II,169,2526.752638534882
NSGA-II,170,2526.752638534882
NSGA-II,171,2526.752638534882
