experiment,solution_id,obj_1,obj_2,obj_3
user2_nsga2,0,1.8290621569077112,7.979062156907712,5.829062156907711
user2_nsga2,1,-9.45568777792364,5.564312222076361,16.84431222207636
user2_nsga2,2,-90.40372103861687,31.53627896138314,69.59627896138313
user2_nsga2,3,1.8290621569077112,7.979062156907712,5.829062156907711
user2_nsga2,4,-85.89657985625001,23.123420143750003,77.00342014374998
user2_nsga2,5,-78.7688781076923,39.961121892307695,47.2311218923077
user2_nsga2,6,-85.89657985625001,23.123420143750003,77.00342014374998
user2_nsga2,7,-79.8161568402216,31.593843159778423,53.98384315977842
user2_nsga2,8,-90.40372103861687,31.53627896138314,69.59627896138313
user2_nsga2,9,-69.99128941346153,37.95871058653846,31.50871058653846
user2_nsga2,10,-69.30877429078565,20.841225709214353,65.79122570921434
user2_nsga2,11,-77.0275604385259,22.062439561474093,55.67243956147409
user2_nsga2,12,-72.59302872069884,20.88697127930115,58.40697127930115
user2_nsga2,13,-65.61472239999999,15.0352776,49.5852776
user2_nsga2,14,-83.04533503653846,35.434664963461536,58.35466496346154
user2_nsga2,15,-58.14432739666667,30.185672603333334,26.655672603333333
user2_nsga2,16,-4.036753540253738,7.473246459746262,8.063246459746262
user2_nsga2,17,-66.900777335,21.319222664999998,44.099222665
user2_nsga2,18,-81.601146348815,34.07885365118499,56.59885365118499
user2_nsga2,19,-57.57924045,12.68075955,50.520759549999994
user2_nsga2,20,-63.00000000000001,26.04,28.999999999999996
user2_nsga2,21,-17.84745425,6.20254575,16.75254575
user2_nsga2,22,-84.4092013016337,27.080798698366287,67.79079869836629
user2_nsga2,23,-51.590852874999996,11.949147125000001,27.209147124999998
user2_nsga2,24,-36.35100237083333,14.438997629166668,10.748997629166665
user2_nsga2,25,-52.478846212499995,15.891153787500002,32.3211537875
user2_nsga2,26,-67.19999999999999,21.679999999999996,41.4
user2_nsga2,27,-57.7,28.29,25.7
user2_nsga2,28,-82.11075078400815,38.16924921599185,57.38924921599185
user2_nsga2,29,-42.3989211375,6.9710788625,24.301078862500002
user2_nsga2,30,-77.31229532120705,23.78770467879297,39.78770467879297
user2_nsga2,31,-79.979259175,34.780740825,56.320740824999994
user2_nsga2,32,-56.872493335873166,24.677506664126835,24.027506664126832
user2_nsga2,33,-27.249006925,9.100993075000002,21.250993075
user2_nsga2,34,-7.667622581774291,8.65237741822571,9.73237741822571
user2_nsga2,35,-84.4092013016337,27.080798698366287,67.79079869836629
user2_nsga2,36,-14.987554850000002,17.84244515,7.01244515
user2_nsga2,37,-30.76717325,10.20282675,7.63282675
user2_nsga2,38,-72.44300988846153,23.356990111538458,45.556990111538454
user2_nsga2,39,-78.7688781076923,39.961121892307695,47.2311218923077
user2_nsga2,40,-60.591020775,13.718979225,38.808979224999995
user2_nsga2,41,-40.705969,11.144031,12.294030999999999
user2_nsga2,42,-38.6,6.75,29.500000000000004
user2_nsga2,43,-69.00064859208165,19.04935140791836,63.599351407918356
user2_nsga2,44,-4.87892034822625,7.77107965177375,7.321079651773751
user2_nsga2,45,-47.49386633624612,11.626133663753883,37.10613366375389
user2_nsga2,46,-60.74347451579086,12.596525484209145,55.456525484209145
user2_nsga2,47,-63.86116146087317,25.338838539126833,29.038838539126832
user2_nsga2,48,-21.7972835,6.4027164999999995,17.802716500000002
user2_nsga2,49,-67.51829492115385,19.491705078846152,44.78170507884616
user2_nsga2,50,-34.57751554456956,9.542484455430442,18.422484455430443
user2_nsga2,51,-68.48576473041388,19.76423526958613,60.61423526958612
user2_nsga2,52,-25.599999999999998,8.32,10.299999999999999
user2_nsga2,53,-46.536715652855996,10.983284347144004,38.26328434714401
user2_nsga2,54,-58.91775055961538,17.002249440384617,36.682249440384616
user2_nsga2,55,-31.2705375125,10.4894624875,15.429462487499999
user2_nsga2,56,-77.5973521481927,24.852647851807294,48.2026478518073
user2_nsga2,57,-64.79999999999998,17.93,40.6
user2_nsga2,58,-1.7834362869384424,8.526563713061558,6.6165637130615576
user2_nsga2,59,-58.6,29.200000000000003,28.7
user2_nsga2,60,-50.897248662452405,13.3127513375476,20.0027513375476
user2_nsga2,61,-69.00064859208165,19.04935140791836,63.599351407918356
user2_nsga2,62,-65.79996935670908,18.44003064329091,46.00003064329091
user2_nsga2,63,-81.601146348815,34.07885365118499,56.59885365118499
user2_nsga2,64,-44.8,9.459999999999999,34.9
user2_nsga2,65,-38.4143400375,17.775659962499997,11.185659962499997
user2_nsga2,66,-48.484556,16.545444,18.015444
user2_nsga2,67,-58.2,28.0,26.7
user2_nsga2,68,-21.7972835,6.4027164999999995,17.802716500000002
user2_nsga2,69,-83.04533503653846,35.434664963461536,58.35466496346154
user2_nsga2,70,-8.477411681511946,9.662588318488055,9.322588318488055
user2_nsga2,71,-33.9623352625,10.977664737500001,15.7376647375
user2_nsga2,72,-49.23161162880298,18.39838837119701,17.16838837119701
user2_nsga2,73,-26.553568999999996,6.466431000000001,12.746431
user2_nsga2,74,-52.7816335,12.848366500000001,35.7183665
user2_nsga2,75,-45.2692225,18.410777500000002,13.930777499999996
user2_nsga2,76,-68.48576473041388,19.76423526958613,60.61423526958612
user2_nsga2,77,-36.35068144958162,10.239318550418378,22.349318550418378
user2_nsga2,78,-26.7,9.870000000000001,14.5
user2_nsga2,79,-43.547736625000006,13.322263375,15.752263375
user2_nsga2,80,-50.929657174999996,21.900342825,19.670342825
user2_nsga2,81,-0.42425509640758374,6.925744903592417,7.275744903592416
user2_nsga2,82,-0.8530722757213227,11.446927724278678,6.346927724278677
user2_nsga2,83,-32.0,8.57,22.4
user2_nsga2,84,-66.30000000000001,18.17,47.69999999999999
user2_nsga2,85,-53.540934054329085,17.66906594567091,19.95906594567091
user2_nsga2,86,-55.995982725,19.814017275000005,31.204017275
user2_nsga2,87,-14.987554850000002,17.84244515,7.01244515
user2_nsga2,88,-55.588909940031186,16.591090059968817,35.61109005996882
user2_nsga2,89,-17.84745425,6.20254575,16.75254575
user2_nsga2,90,-69.02728588968836,25.002714110311658,34.372714110311655
user2_nsga2,91,-58.6,29.200000000000003,28.7
user2_nsga2,92,-39.9778568375,9.6921431625,22.8221431625
user2_nsga2,93,-54.745148692170865,17.314851307829134,33.45485130782913
user2_nsga2,94,-55.995982725,19.814017275000005,31.204017275
user2_nsga2,95,-54.745148692170865,17.314851307829134,33.45485130782913
user2_nsga2,96,-9.45568777792364,5.564312222076361,16.84431222207636
user2_nsga2,97,-57.99715205,13.40284795,47.20284795
user2_nsga2,98,-59.69771411,17.76228589,32.30228589
user2_nsga2,99,-27.249006925,9.100993075000002,21.250993075
