algorithm,generation,hypervolume
SPEA2,1,51579.06450386323
SPEA2,2,51538.04154066864
SPEA2,3,37136.74046469688
SPEA2,4,37136.74046469688
SPEA2,5,13578.254952384841
SPEA2,6,13828.664187664675
SPEA2,7,13828.664187664675
SPEA2,8,13828.664187664675
SPEA2,9,13828.664187664675
SPEA2,10,14002.2800434832
SPEA2,11,14002.280043483204
SPEA2,12,14286.840187410573
SPEA2,13,14649.444498856396
SPEA2,14,14649.444498856394
SPEA2,15,14650.451681879293
SPEA2,16,14650.451681879298
SPEA2,17,14650.451681879298
SPEA2,18,14650.451681879298
SPEA2,19,4671.710932365147
SPEA2,20,4671.710932365147
SPEA2,21,17946.119844606466
SPEA2,22,1063.4951033878046
SPEA2,23,1063.495103387805
SPEA2,24,1063.495103387805
SPEA2,25,1063.495103387805
SPEA2,26,1063.495103387805
SPEA2,27,1063.495103387805
SPEA2,28,1063.4951033878049
SPEA2,29,1116.7661624526668
SPEA2,30,1116.766162452667
SPEA2,31,1116.7661624526672
SPEA2,32,1116.7661624526672
SPEA2,33,1116.7661624526675
SPEA2,34,1116.7661624526675
SPEA2,35,1116.7661624526675
SPEA2,36,1116.7661624526675
SPEA2,37,1116.7661624526675
SPEA2,38,1116.7661624526675
SPEA2,39,1116.7661624526677
SPEA2,40,1116.7661624526677
SPEA2,41,1116.7661624526681
SPEA2,42,1116.7661624526681
SPEA2,43,1116.766162452668
SPEA2,44,1063.4951033878049
SPEA2,45,1063.4951033878049
SPEA2,46,1063.4951033878053
SPEA2,47,1063.495103387805
SPEA2,48,1063.4951033878053
SPEA2,49,1063.4951033878053
SPEA2,50,1063.4951033878053
SPEA2,51,1063.4951033878056
SPEA2,52,1063.4951033878053
SPEA2,53,1063.4951033878053
SPEA2,54,1063.4951033878053
SPEA2,55,1063.4951033878053
SPEA2,56,1063.4951033878053
SPEA2,57,1063.4951033878053
SPEA2,58,1350.6176464532869
SPEA2,59,1350.6176464532873
SPEA2,60,1350.6176464532873
SPEA2,61,1353.470740052028
SPEA2,62,1353.470740052028
SPEA2,63,1353.470740052028
SPEA2,64,1353.470740052028
SPEA2,65,1353.4707400520283
SPEA2,66,1353.4707400520288
SPEA2,67,1353.4707400520288
SPEA2,68,1353.4707400520285
SPEA2,69,1353.4707400520283
SPEA2,70,1353.4707400520283
SPEA2,71,1353.4707400520283
SPEA2,72,1454.8467583881416
SPEA2,73,1454.8467583881409
SPEA2,74,1454.8467583881409
SPEA2,75,1454.8467583881409
SPEA2,76,1454.8467583881409
SPEA2,77,1454.8467583881413
SPEA2,78,1283.5083390543018
SPEA2,79,1454.846758388141
SPEA2,80,1454.846758388141
SPEA2,81,1454.846758388141
SPEA2,82,1454.8467583881413
SPEA2,83,1454.8467583881416
SPEA2,84,1454.8467583881416
SPEA2,85,1454.8467583881416
SPEA2,86,1454.8467583881418
SPEA2,87,1454.846758388142
SPEA2,88,1454.846758388142
SPEA2,89,1454.846758388142
SPEA2,90,1454.8467583881422
SPEA2,91,1454.8467583881422
SPEA2,92,1454.8467583881425
SPEA2,93,1454.8467583881425
SPEA2,94,1454.846758388142
SPEA2,95,1454.8467583881418
SPEA2,96,1454.8467583881418
SPEA2,97,1283.508339054303
SPEA2,98,1283.5083390543027
SPEA2,99,1283.5083390543025
SPEA2,100,1283.5083390543025
SPEA2,101,1454.8467583881413
SPEA2,102,1871.0547644514525
SPEA2,103,2342.734420725698
SPEA2,104,2342.734420725698
SPEA2,105,2342.7344207256983
SPEA2,106,2342.7344207256983
SPEA2,107,2410.059100814843
SPEA2,108,2410.059100814843
SPEA2,109,2410.059100814843
SPEA2,110,2488.4357724685383
SPEA2,111,2613.188959449182
SPEA2,112,2613.1889594491818
SPEA2,113,2613.1889594491818
SPEA2,114,2613.1889594491818
SPEA2,115,2613.188959449182
SPEA2,116,2613.188959449182
SPEA2,117,2613.1889594491827
SPEA2,118,2613.1889594491827
SPEA2,119,2613.188959449182
SPEA2,120,2613.188959449182
SPEA2,121,2613.188959449181
SPEA2,122,2613.188959449181
SPEA2,123,2613.188959449181
SPEA2,124,2613.188959449181
SPEA2,125,2613.188959449181
SPEA2,126,2613.188959449181
SPEA2,127,2613.1889594491813
SPEA2,128,2613.1889594491818
SPEA2,129,2613.1889594491818
SPEA2,130,2613.1889594491818
SPEA2,131,2613.1889594491818
SPEA2,132,2613.1889594491818
SPEA2,133,2613.1889594491818
SPEA2,134,2613.1889594491818
SPEA2,135,2613.188959449182
SPEA2,136,2613.1889594491818
SPEA2,137,2613.188959449182
SPEA2,138,2613.188959449182
SPEA2,139,2613.188959449182
SPEA2,140,2613.188959449182
SPEA2,141,2613.188959449182
SPEA2,142,2613.1889594491818
SPEA2,143,2613.188959449182
SPEA2,144,2613.188959449182
SPEA2,145,2613.188959449182
SPEA2,146,2441.8505401153425
SPEA2,147,2441.8505401153425
SPEA2,148,2441.8505401153425
SPEA2,149,2441.8505401153425
SPEA2,150,2613.188959449182
SPEA2,151,2613.188959449182
SPEA2,152,2613.188959449182
SPEA2,153,2613.188959449182
SPEA2,154,2613.1889594491827
SPEA2,155,2613.188959449182
SPEA2,156,2613.1889594491818
SPEA2,157,2613.1889594491813
SPEA2,158,2613.1889594491813
SPEA2,159,2613.1889594491813
SPEA2,160,2613.1889594491813
SPEA2,161,2613.1889594491818
SPEA2,162,2613.1889594491818
SPEA2,163,2613.1889594491818
SPEA2,164,2613.1889594491827
SPEA2,165,2871.6307842409215
SPEA2,166,2871.6307842409215
SPEA2,167,2871.6307842409215
SPEA2,168,2871.6307842409215
SPEA2,169,2871.6307842409224
SPEA2,170,2871.6307842409224
SPEA2,171,2871.6307842409224
SPEA2,172,2871.6307842409224
SPEA2,173,2871.6307842409215
SPEA2,174,2871.6307842409215
SPEA2,175,2871.6307842409215
SPEA2,176,2871.6307842409215
SPEA2,177,2871.6307842409215
SPEA2,178,2871.6307842409224
SPEA2,179,2871.6307842409224
SPEA2,180,2871.630784240922
SPEA2,181,2871.630784240922
SPEA2,182,2871.630784240922
SPEA2,183,2871.630784240921
SPEA2,184,2871.630784240922
SPEA2,185,2871.630784240922
SPEA2,186,2871.630784240922
SPEA2,187,2871.630784240922
SPEA2,188,2871.630784240922
SPEA2,189,2871.630784240921
SPEA2,190,2871.630784240921
SPEA2,191,2871.6307842409215
SPEA2,192,2871.6307842409215
SPEA2,193,2871.6307842409215
SPEA2,194,2871.630784240922
SPEA2,195,2871.630784240922
SPEA2,196,2871.630784240922
SPEA2,197,2935.858026754869
SPEA2,198,2935.858026754869
SPEA2,199,2935.858026754869
SPEA2,200,2935.858026754869
