experiment,solution_id,obj_1,obj_2,obj_3,breakfast_ids,lunch_ids
algo_spea2,0,-73.70362417500002,23.896375824999996,38.996375824999994,"[76, 86, 9, 7, 42, 3, 23, 13, 83, 29, 8, 5, 15, 41, 78]","[96, 395, 273, 274, 174, 354, 185, 404, 312, 369, 231, 333, 366, 334, 338]"
algo_spea2,1,-83.99445212375001,16.72554787625,66.10554787624999,"[90, 14, 78, 88, 86, 65, 44, 82, 6, 36, 92, 31, 84, 13, 62]","[96, 123, 273, 274, 174, 354, 185, 404, 312, 369, 231, 333, 366, 334, 380]"
algo_spea2,2,-20.85122235,5.15877765,22.64877765,"[60, 24, 85, 7, 70, 32, 17, 12, 90, 40, 89, 19, 39, 47, 43]","[109, 343, 392, 300, 404, 375, 194, 157, 180, 388, 308, 181, 127, 313, 320]"
algo_spea2,3,-99.79897593370276,39.69102406629723,81.00102406629722,"[28, 19, 78, 80, 86, 77, 44, 61, 6, 36, 90, 31, 34, 13, 62]","[398, 224, 161, 288, 241, 210, 246, 150, 346, 232, 199, 146, 353, 358, 116]"
algo_spea2,4,-51.855069625,12.964930375,48.744930375,"[44, 82, 6, 36, 90, 31, 84, 13, 73, 57, 85, 23, 72, 29, 62]","[242, 296, 283, 237, 143, 404, 154, 160, 336, 103, 129, 307, 257, 402, 133]"
algo_spea2,5,-100.10681767142462,32.94318232857539,96.19318232857539,"[92, 14, 78, 88, 86, 77, 44, 82, 6, 36, 90, 31, 84, 13, 62]","[323, 305, 371, 286, 177, 312, 184, 203, 136, 354, 122, 282, 168, 106, 185]"
algo_spea2,6,-30.48836,8.70164,23.911640000000002,"[60, 45, 92, 93, 63, 23, 11, 13, 83, 27, 8, 19, 15, 41, 78]","[305, 182, 389, 248, 106, 101, 185, 395, 169, 236, 369, 168, 100, 112, 275]"
algo_spea2,7,-101.72425973731407,45.81574026268589,79.17574026268588,"[28, 19, 78, 80, 86, 77, 44, 61, 6, 36, 90, 31, 34, 13, 62]","[398, 224, 161, 288, 241, 104, 246, 150, 346, 232, 199, 146, 353, 358, 116]"
algo_spea2,8,-79.7999987005211,19.820001299478907,51.0000012994789,"[86, 9, 7, 77, 23, 13, 64, 8, 92, 15, 41, 78, 17, 32, 62]","[96, 395, 273, 274, 174, 354, 185, 404, 312, 369, 231, 333, 366, 334, 338]"
algo_spea2,9,-43.191564050000004,9.76843595,33.908435950000005,"[60, 26, 34, 67, 73, 47, 85, 46, 50, 43, 90, 19, 41, 11, 62]","[96, 123, 273, 274, 185, 312, 369, 131, 344, 329, 217, 331, 286, 389, 249]"
algo_spea2,10,-38.2,8.9,37.49999999999999,"[47, 32, 54, 48, 79, 38, 45, 17, 84, 92, 20, 75, 73, 77, 81]","[399, 312, 109, 343, 392, 300, 404, 375, 194, 157, 180, 388, 188, 308, 181]"
algo_spea2,11,-45.974775675,12.915224325,35.925224325,"[54, 50, 74, 6, 36, 11, 41, 13, 62, 63, 65, 15, 78, 66, 10]","[273, 274, 354, 185, 312, 369, 366, 338, 344, 182, 329, 309, 217, 349, 331]"
algo_spea2,12,-49.11791785,20.54208215,24.88208215,"[83, 48, 69, 25, 72, 56, 23, 82, 12, 46, 74, 76, 17, 32, 73]","[285, 354, 311, 203, 210, 360, 251, 115, 332, 313, 287, 253, 116, 260, 272]"
algo_spea2,13,-76.993183085,16.926816915,64.806816915,"[92, 78, 88, 19, 86, 77, 44, 57, 6, 36, 90, 31, 84, 13, 62]","[123, 273, 274, 174, 354, 185, 404, 312, 369, 231, 333, 334, 338, 131, 344]"
algo_spea2,14,-98.12769598546608,37.86230401453394,85.67230401453395,"[92, 19, 78, 80, 86, 77, 44, 61, 6, 36, 90, 31, 84, 13, 62]","[193, 343, 151, 287, 239, 153, 384, 318, 144, 386, 175, 124, 230, 131, 335]"
