experiment,solution_id,obj_1,obj_2,obj_3,breakfast_ids,lunch_ids
algo_nsga2,0,-13.59799975,5.45200025,15.90200025,"[66, 69, 59, 91, 68, 71, 20, 40, 26, 58, 14, 27, 5, 92, 81]","[276, 328, 339, 96, 280, 357, 198, 117, 294, 115, 324, 354, 402, 156, 282]"
algo_nsga2,1,-118.7366713902087,33.58332860979132,91.06332860979131,"[77, 3, 19, 91, 9, 28, 14, 41, 16, 7, 17, 30, 33, 29, 54]","[325, 341, 374, 217, 392, 391, 103, 327, 170, 381, 107, 110, 232, 282, 318]"
algo_nsga2,2,0.16002660189121443,7.280026601891215,6.460026601891215,"[43, 49, 53, 82, 64, 42, 62, 28, 81, 86, 85, 3, 74, 52, 78]","[267, 247, 146, 152, 145, 136, 295, 336, 404, 160, 142, 222, 150, 187, 393]"
algo_nsga2,3,-118.7366713902087,33.58332860979132,91.06332860979131,"[77, 3, 19, 91, 9, 28, 14, 41, 16, 7, 17, 30, 33, 29, 54]","[325, 341, 374, 217, 392, 391, 103, 327, 170, 381, 107, 110, 232, 282, 318]"
algo_nsga2,4,-99.63736919565487,38.76263080434512,61.56263080434513,"[9, 28, 14, 78, 92, 46, 38, 16, 7, 17, 30, 33, 29, 54, 42]","[341, 374, 217, 392, 391, 103, 327, 170, 107, 110, 232, 282, 318, 275, 322]"
algo_nsga2,5,0.16002660189121443,7.280026601891215,6.460026601891215,"[43, 49, 53, 82, 64, 42, 62, 28, 81, 86, 85, 74, 52, 78, 46]","[393, 172, 161, 337, 99, 249, 130, 197, 119, 266, 265, 206, 195, 117, 162]"
algo_nsga2,6,-100.19172926247533,27.96827073752465,89.30827073752464,"[19, 91, 9, 28, 14, 16, 7, 30, 33, 29, 54, 82, 73, 81, 75]","[381, 107, 110, 232, 282, 318, 275, 322, 188, 201, 360, 313, 101, 287, 133]"
algo_nsga2,7,-88.25000535384615,25.29999464615385,51.94999464615385,"[18, 74, 85, 3, 86, 52, 78, 51, 25, 90, 91, 20, 54, 81, 30]","[206, 303, 153, 112, 287, 384, 162, 363, 121, 201, 176, 285, 195, 239, 204]"
algo_nsga2,8,-112.12405949131183,36.585940508688175,69.97594050868818,"[19, 91, 9, 28, 14, 16, 7, 17, 30, 33, 29, 54, 42, 82, 38]","[341, 374, 217, 392, 391, 103, 327, 170, 381, 107, 110, 232, 282, 318, 275]"
algo_nsga2,9,-64.69695089615385,10.133049103846153,40.203049103846155,"[32, 53, 16, 91, 9, 28, 5, 14, 66, 71, 41, 19, 80, 11, 78]","[313, 374, 381, 383, 226, 354, 294, 152, 119, 299, 150, 339, 237, 110, 315]"
algo_nsga2,10,-105.52995465024233,31.590045349757688,82.17004534975766,"[77, 67, 19, 91, 9, 28, 14, 41, 16, 7, 17, 30, 33, 29, 54]","[325, 341, 374, 217, 392, 391, 103, 327, 170, 381, 107, 110, 232, 282, 318]"
algo_nsga2,11,-105.95117287251563,33.61882712748438,75.44882712748438,"[67, 19, 53, 91, 9, 28, 14, 41, 16, 7, 17, 30, 33, 29, 54]","[217, 392, 391, 103, 327, 170, 381, 107, 110, 232, 282, 318, 275, 322, 188]"
algo_nsga2,12,-91.396064875,20.813935125,55.403935125,"[3, 19, 91, 9, 28, 14, 41, 16, 7, 17, 30, 33, 29, 54, 42]","[325, 341, 374, 217, 392, 391, 103, 327, 170, 381, 107, 110, 232, 282, 318]"
algo_nsga2,13,-16.7545624875,22.9654375125,8.3454375125,"[15, 7, 33, 72, 82, 71, 11, 50, 25, 68, 16, 56, 2, 63, 93]","[391, 117, 141, 121, 223, 127, 275, 210, 142, 124, 131, 327, 206, 232, 274]"
algo_nsga2,14,-97.7783704135848,30.111629586415226,66.02162958641523,"[18, 20, 19, 91, 9, 74, 14, 41, 16, 7, 17, 30, 33, 29, 54]","[325, 341, 374, 217, 392, 391, 103, 327, 170, 381, 107, 110, 232, 282, 318]"
algo_nsga2,15,-67.6856481,14.4043519,32.9143519,"[81, 91, 9, 14, 41, 16, 7, 17, 30, 29, 54, 42, 82, 73, 19]","[341, 374, 217, 392, 391, 103, 327, 170, 381, 107, 110, 232, 282, 318, 275]"
algo_nsga2,16,-69.01695139999998,15.8330486,57.983048600000004,"[91, 9, 28, 14, 41, 16, 23, 7, 17, 30, 33, 29, 54, 42, 82]","[198, 329, 261, 293, 346, 123, 111, 126, 171, 352, 400, 292, 192, 328, 229]"
