experiment,solution_id,obj_1,obj_2,obj_3,breakfast_ids,lunch_ids
diversity_off_nsga2,0,1.8290621569077112,7.979062156907712,5.829062156907711,"[49, 83, 50, 47, 40, 75, 12, 5, 10, 32, 79, 56, 28, 14, 48]","[370, 218, 138, 325, 121, 199, 284, 269, 244, 183, 148, 222, 324, 318, 198]"
diversity_off_nsga2,1,-8.712338424999999,5.947661575000001,21.787661574999998,"[66, 28, 53, 2, 91, 15, 30, 23, 79, 41, 88, 61, 55, 20, 25]","[369, 312, 282, 130, 350, 203, 234, 342, 201, 320, 361, 176, 247, 119, 396]"
diversity_off_nsga2,2,1.8290621569077112,7.979062156907712,5.829062156907711,"[49, 83, 50, 47, 40, 75, 12, 5, 10, 32, 79, 56, 28, 14, 48]","[204, 254, 222, 151, 115, 174, 365, 185, 347, 148, 103, 237, 225, 186, 256]"
diversity_off_nsga2,3,-117.7779826644904,43.7320173355096,93.32201733550961,"[85, 68, 91, 77, 9, 14, 8, 10, 73, 76, 35, 21, 86, 53, 75]","[301, 398, 349, 248, 161, 262, 322, 177, 359, 244, 260, 173, 225, 213, 310]"
diversity_off_nsga2,4,-110.28924278253483,38.95075721746515,88.91075721746516,"[85, 21, 91, 77, 28, 20, 9, 11, 14, 41, 8, 88, 10, 73, 61]","[325, 326, 372, 128, 137, 202, 243, 381, 374, 318, 166, 291, 234, 134, 176]"
diversity_off_nsga2,5,-116.55641722499311,41.08358277500689,81.94358277500689,"[85, 21, 91, 77, 28, 20, 9, 11, 14, 41, 8, 88, 10, 73, 61]","[325, 326, 372, 128, 137, 202, 243, 381, 374, 318, 166, 291, 234, 134, 176]"
diversity_off_nsga2,6,-102.4613642,33.7986358,75.33863579999999,"[85, 68, 91, 77, 28, 9, 3, 14, 8, 88, 10, 73, 76, 87, 21]","[256, 243, 282, 394, 148, 220, 317, 290, 123, 301, 398, 349, 248, 161, 262]"
diversity_off_nsga2,7,-99.89678768124999,29.783212318750003,75.80321231875001,"[85, 21, 91, 77, 28, 39, 9, 11, 14, 41, 8, 88, 10, 94, 73]","[390, 163, 124, 216, 395, 229, 149, 212, 227, 210, 121, 217, 307, 167, 129]"
diversity_off_nsga2,8,-92.45554249052323,23.684457509476776,66.94445750947678,"[26, 85, 21, 91, 77, 28, 39, 9, 11, 14, 41, 8, 88, 10, 94]","[395, 107, 211, 285, 335, 362, 283, 199, 179, 307, 149, 124, 157, 223, 214]"
diversity_off_nsga2,9,-102.4613642,33.7986358,75.33863579999999,"[85, 68, 91, 77, 28, 9, 3, 14, 8, 88, 10, 73, 76, 87, 21]","[256, 243, 282, 394, 148, 220, 317, 290, 123, 301, 398, 349, 248, 161, 262]"
