experiment,solution_id,obj_1,obj_2,obj_3,breakfast_ids,lunch_ids
algo_spea2,0,-91.9176066696451,27.772393330354898,56.98239333035491,"[9, 37, 89, 61, 19, 55, 68, 79, 91, 70, 69, 66, 77, 24, 14]","[150, 112, 381, 127, 392, 334, 362, 273, 132, 217, 316, 166, 148, 312, 300]"
algo_spea2,1,-34.27832862500001,12.381671375,10.121671375,"[45, 30, 9, 37, 94, 8, 65, 74, 10, 79, 25, 51, 81, 77, 53]","[344, 158, 183, 135, 297, 182, 256, 97, 398, 248, 105, 189, 139, 399, 109]"
algo_spea2,2,-87.71063733463836,19.199362665361633,73.48936266536165,"[68, 79, 91, 21, 77, 24, 14, 47, 38, 60, 53, 94, 45, 81, 74]","[127, 392, 334, 362, 132, 217, 316, 166, 148, 312, 300, 203, 186, 290, 128]"
algo_spea2,3,-99.26622812562499,25.833771874375,59.333771874375,"[9, 68, 79, 91, 70, 69, 66, 24, 14, 50, 47, 90, 30, 60, 53]","[362, 273, 132, 217, 369, 354, 305, 268, 387, 196, 231, 172, 174, 393, 142]"
algo_spea2,4,-83.5365655375,21.783434462499997,49.1634344625,"[9, 68, 79, 91, 69, 66, 24, 14, 50, 47, 90, 30, 53, 94, 45]","[362, 273, 132, 217, 369, 354, 305, 268, 387, 231, 172, 174, 393, 142, 383]"
algo_spea2,5,-36.97445385,12.13554615,16.62554615,"[9, 84, 33, 83, 12, 57, 65, 46, 15, 13, 44, 49, 35, 27, 24]","[273, 132, 217, 316, 166, 148, 312, 300, 354, 186, 290, 128, 193, 154, 168]"
algo_spea2,6,-57.788667534999995,16.921332465000003,36.511332465,"[92, 78, 17, 60, 34, 91, 45, 74, 6, 22, 73, 25, 53, 12, 27]","[128, 193, 154, 168, 99, 346, 315, 394, 359, 103, 369, 352, 281, 319, 185]"
algo_spea2,7,-68.52665627711644,15.093343722883555,49.573343722883564,"[41, 59, 82, 28, 88, 92, 78, 17, 12, 27, 38, 54, 72, 15, 76]","[381, 127, 392, 334, 362, 273, 132, 217, 316, 166, 148, 312, 300, 203, 186]"
algo_spea2,8,-42.80786416743411,9.442135832565889,24.492135832565886,"[45, 94, 53, 60, 54, 40, 34, 56, 63, 85, 11, 2, 83, 12, 57]","[197, 381, 127, 392, 351, 362, 273, 132, 217, 316, 166, 148, 312, 300, 203]"
algo_spea2,9,-65.4794627724246,13.290537227575408,51.52053722757542,"[19, 55, 91, 24, 14, 47, 90, 60, 35, 94, 18, 74, 6, 73, 25]","[381, 127, 392, 334, 362, 273, 132, 217, 316, 166, 317, 312, 300, 203, 186]"
algo_spea2,10,-86.7685809502831,19.21141904971691,49.93141904971691,"[10, 68, 79, 91, 70, 69, 21, 77, 24, 14, 47, 90, 60, 53, 94]","[197, 381, 127, 392, 334, 362, 273, 132, 217, 316, 166, 148, 312, 300, 203]"
algo_spea2,11,-19.200000000000003,9.08,18.1,"[66, 77, 24, 14, 50, 47, 90, 60, 53, 94, 45, 74, 73, 40, 34]","[132, 316, 312, 300, 186, 290, 128, 193, 154, 168, 99, 346, 315, 394, 359]"
algo_spea2,12,-21.497735,8.142265,20.802265000000002,"[60, 90, 61, 6, 50, 74, 94, 66, 47, 68, 91, 89, 92, 77, 69]","[318, 346, 182, 384, 184, 150, 279, 347, 248, 167, 203, 225, 388, 128, 112]"
algo_spea2,13,-70.27320986923075,16.116790130769232,44.32679013076923,"[54, 72, 84, 87, 33, 8, 83, 12, 57, 65, 15, 13, 51, 44, 49]","[197, 381, 127, 392, 110, 362, 273, 132, 217, 316, 166, 148, 312, 300, 203]"
algo_spea2,14,-57.59991655423389,12.69008344576611,32.1000834457661,"[53, 54, 56, 63, 85, 6, 3, 66, 68, 5, 79, 25, 20, 72, 80]","[197, 381, 127, 392, 334, 362, 273, 132, 217, 316, 166, 148, 312, 300, 203]"
algo_spea2,15,-2.2977241505414576,7.252275849458542,9.002275849458542,"[56, 39, 49, 57, 50, 77, 37, 66, 58, 93, 60, 63, 83, 6, 40]","[262, 136, 226, 163, 219, 310, 194, 301, 282, 124, 144, 233, 391, 345, 272]"
algo_spea2,16,-64.46878785801432,18.20121214198567,31.03121214198567,"[30, 76, 14, 67, 24, 9, 37, 90, 94, 89, 61, 66, 10, 47, 68]","[334, 362, 273, 132, 217, 316, 166, 148, 312, 300, 203, 186, 290, 128, 193]"
algo_spea2,17,-41.88521280961539,14.224787190384616,20.514787190384617,"[85, 11, 8, 83, 77, 24, 14, 47, 90, 60, 53, 94, 45, 81, 74]","[334, 362, 273, 132, 217, 316, 166, 148, 312, 300, 203, 186, 290, 128, 193]"
